nimi,lataukset_kk,viimeinen_julkaisu_pypi,riippuvia_paketteja,riippuvia_repoja,yllapitajia,advisoryja,repo_tahdet,repo_avoimet_issuet,repo_arkistoitu,versioita,repo
python-dateutil,954014226,2024-03-01,6070,338574,4,0,2633,489,False,34,https://github.com/dateutil/dateutil
mdurl,444706580,2022-08-14,948,11693,1,0,16,2,False,4,https://github.com/executablebooks/mdurl
sniffio,416037733,2024-02-25,479,47737,1,0,112,11,False,6,https://github.com/python-trio/sniffio
distro,311707357,2023-12-24,397,12322,3,0,281,13,False,16,https://github.com/python-distro/distro
colorama,290832208,2022-10-25,3458,189970,2,0,3544,121,False,46,https://github.com/tartley/colorama
shellingham,290298823,2023-10-24,191,4027,2,0,319,19,False,23,https://github.com/sarugaku/shellingham
openpyxl,286743585,2024-06-28,2742,39804,2,1,,,,96,
requests-oauthlib,271445734,2024-03-25,601,95068,7,0,1774,131,False,23,https://github.com/requests/requests-oauthlib
sortedcontainers,224396943,2021-05-16,414,23703,1,0,3982,39,False,40,https://github.com/grantjenks/python-sortedcontainers
requests-toolbelt,217063197,2023-05-01,1632,23519,2,0,1039,94,False,21,https://github.com/requests/toolbelt
defusedxml,200712236,2023-09-29,565,94220,1,0,550,8,False,13,https://github.com/tiran/defusedxml
itsdangerous,180266319,2024-04-16,579,259870,1,0,3133,4,False,27,https://github.com/pallets/itsdangerous
jaraco.classes,160974923,2024-03-31,280,2185,1,0,10,0,False,20,https://github.com/jaraco/jaraco.classes
toml,156218205,2020-11-01,2821,127705,1,0,1135,140,False,16,https://github.com/uiri/toml
cycler,155932547,2023-10-07,632,98815,3,0,69,12,False,6,https://github.com/matplotlib/cycler
backoff,151065151,2022-10-05,567,9394,1,0,2695,64,True,37,https://github.com/litl/backoff
ptyprocess,145426307,2020-12-28,236,84285,3,0,240,21,False,10,https://github.com/pexpect/ptyprocess
asn1crypto,143612420,2022-03-15,174,34080,1,0,362,54,False,33,https://github.com/wbond/asn1crypto
pexpect,141934150,2023-11-25,533,92469,5,0,2848,170,False,20,https://github.com/pexpect/pexpect
jsonpatch,115332361,2023-06-26,179,7724,1,0,441,37,False,42,https://github.com/stefankoegl/python-json-patch
stack-data,91458390,2023-09-30,172,24349,2,0,51,4,False,21,https://github.com/alexmojaki/stack_data
nest-asyncio,81834954,2024-01-21,639,28658,1,0,753,6,True,36,https://github.com/erdewit/nest_asyncio
crashtest,75641306,2022-11-02,26,1535,1,0,24,3,False,4,https://github.com/sdispater/crashtest
mccabe,72386742,2022-01-24,240,139502,1,0,683,12,False,13,https://github.com/pycqa/mccabe
typing-inspect,69266029,2023-05-24,293,7082,1,0,375,24,False,12,https://github.com/ilevkivskyi/typing_inspect
deprecation,68769650,2020-04-20,362,3053,1,0,95,22,False,13,https://github.com/briancurtin/deprecation
text-unidecode,68308441,2019-08-30,97,29115,1,0,69,4,False,5,https://github.com/kmike/text-unidecode
types-certifi,68025097,2022-06-09,28,721,1,0,21,9,False,10,https://github.com/python/typeshed
jsonref,66125799,2023-01-16,127,1275,1,0,154,14,False,10,https://github.com/gazpachoking/jsonref
rfc3339-validator,64635775,2021-05-12,79,5913,1,0,8,6,False,5,https://github.com/naimetti/rfc3339-validator
python-pptx,64003855,2024-08-07,134,2396,1,0,3510,535,False,51,https://github.com/scanny/python-pptx
msrest,56173959,2022-06-13,296,3989,3,0,42,0,True,70,https://github.com/Azure/msrest-for-python
dataclasses-json,52014913,2024-06-09,587,6543,1,0,1486,165,False,77,https://github.com/lidatong/dataclasses-json
future,51965634,2024-02-21,1375,81678,4,2,1189,189,False,52,https://github.com/PythonCharmers/python-future
pandocfilters,50847810,2024-01-18,119,55442,2,0,560,20,False,16,https://github.com/jgm/pandocfilters
click-repl,49916157,2023-06-15,53,6905,1,0,239,28,False,9,https://github.com/untitaker/click-repl
py,49662042,2021-11-04,416,132961,7,2,72,16,False,65,https://github.com/pytest-dev/py
semantic-version,48621281,2022-05-26,298,5707,1,0,293,44,False,26,https://github.com/rbarrois/python-semanticversion
antlr4-python3-runtime,48233115,2024-08-03,236,3834,2,0,,,,22,
pysocks,48108484,2019-09-20,222,7147,1,0,1281,64,False,19,https://github.com/Anorov/PySocks
jupyterlab-pygments,48045168,2023-11-23,91,21958,1,0,81,13,False,7,https://github.com/jupyterlab/jupyterlab_pygments
vine,46464748,2023-11-05,58,18612,3,0,128,9,False,16,https://github.com/celery/vine
humanfriendly,46436829,2021-09-17,211,5474,1,0,350,34,False,118,https://github.com/xolox/python-humanfriendly
backports.tarfile,45821602,2024-05-28,18,0,1,0,5,3,False,4,https://github.com/jaraco/backports.tarfile
azure-common,43593920,2022-02-03,290,3540,3,0,5597,1117,False,33,https://github.com/Azure/azure-sdk-for-python
click-didyoumean,42800483,2024-03-24,52,6946,2,0,99,4,False,7,https://github.com/click-contrib/click-didyoumean
inflection,40651930,2020-08-22,315,28705,1,0,525,32,False,9,https://github.com/jpvanhal/inflection
strenum,40315558,2023-06-29,100,562,1,0,93,0,False,16,https://github.com/irgeek/StrEnum
uri-template,39590875,2023-06-21,49,8519,1,0,,,,5,
isoduration,39129618,2020-11-01,51,8138,1,0,31,13,False,1,https://github.com/bolsote/isoduration
passlib,38295841,2020-10-08,284,23897,1,0,,,,17,
fqdn,37870603,2021-03-11,58,8176,1,0,37,7,False,11,https://github.com/ypcrts/fqdn
filetype,37095926,2022-11-02,293,2400,1,0,629,48,False,22,https://github.com/h2non/filetype.py
notebook-shim,36872783,2024-02-14,59,6544,4,0,486,200,False,10,
outcome,36742764,2023-10-26,87,8144,1,0,36,4,False,8,https://github.com/python-trio/outcome
coloredlogs,36246397,2021-06-11,587,5458,1,0,558,37,False,63,https://github.com/xolox/python-coloredlogs
rfc3986-validator,34683655,2019-10-28,58,5387,1,0,4,3,False,2,https://github.com/naimetti/rfc3986-validator
graphql-relay,34023237,2022-04-16,11,5064,3,0,144,12,False,26,https://github.com/graphql-python/graphql-relay-py
tree-sitter-languages,33990968,2024-02-04,45,1,1,0,280,30,False,14,https://github.com/grantjenks/py-tree-sitter-languages
terminado,33105831,2024-03-12,94,56858,4,0,373,33,False,36,https://github.com/jupyter/terminado
entrypoints,32856905,2022-02-02,268,76029,1,0,77,5,False,7,https://github.com/takluyver/entrypoints
pytimeparse,32801821,2018-05-18,80,1078,1,0,299,16,False,10,https://github.com/wroberts/pytimeparse
events,31639749,2023-07-31,18,112,1,0,327,10,False,7,https://github.com/pyeve/events
python-magic,31355755,2022-06-07,485,9473,1,0,2917,27,False,28,https://github.com/ahupp/python-magic
overrides,30951155,2024-01-27,186,7659,2,0,270,15,False,43,https://github.com/mkorpela/overrides
ply,30577039,2018-02-15,259,17718,1,0,,,,15,
parsedatetime,30506135,2020-05-31,36,3023,2,0,711,70,False,17,https://github.com/bear/parsedatetime
html5lib,30231959,2020-06-22,419,46793,2,2,1223,104,False,27,https://github.com/html5lib/html5lib-python
hyperlink,29980695,2021-01-08,49,16965,4,0,297,42,False,12,https://github.com/python-hyper/hyperlink
adal,29695889,2021-04-05,63,2766,2,0,259,0,True,27,https://github.com/AzureAD/azure-activedirectory-library-for-python
oauth2client,29051052,2018-09-07,243,22092,2,0,793,2,True,44,https://github.com/google/oauth2client
seaborn,28420573,2024-01-25,3699,67011,1,0,14022,236,False,36,https://github.com/mwaskom/seaborn
pfzy,28369663,2022-01-28,33,113,1,0,12,1,False,8,https://github.com/kazhala/pfzy
astor,28269589,2019-12-10,172,26385,2,0,865,20,False,14,https://github.com/berkerpeksag/astor
appdirs,28132445,2020-05-11,1381,70456,1,0,1079,44,False,8,https://github.com/ActiveState/appdirs
ordered-set,27954926,2022-01-26,192,2854,3,0,231,17,False,18,https://github.com/rspeer/ordered-set
grpc-interceptor,27885734,2023-11-16,29,255,1,0,151,8,False,17,https://github.com/d5h-foss/grpc-interceptor
retry,27760675,2016-05-11,286,1900,1,0,756,48,False,15,https://github.com/invl/retry
rfc3986,27688223,2022-01-10,425,19655,2,0,182,15,False,18,https://github.com/python-hyper/rfc3986
pyrsistent,27362484,2023-10-25,406,73165,1,0,2200,39,False,75,https://github.com/tobgu/pyrsistent
python-http-client,27142445,2022-03-09,5,3068,1,0,126,5,False,32,https://github.com/sendgrid/python-http-client
lockfile,27031056,2015-11-25,108,12989,1,0,,,,5,
olefile,26681498,2023-12-01,51,22826,1,0,273,67,False,10,https://github.com/decalage2/olefile
diskcache,26555692,2023-08-31,326,2500,1,1,2904,76,False,84,https://github.com/grantjenks/python-diskcache
catalogue,26253148,2023-09-25,60,5171,3,0,183,6,False,25,https://github.com/explosion/catalogue
pytest-metadata,26228752,2024-02-12,33,2668,2,0,71,12,False,21,https://github.com/pytest-dev/pytest-metadata
aws-requests-auth,25864253,2020-05-27,32,317,1,0,509,22,False,15,https://github.com/davidmuller/aws-requests-auth
strictyaml,25188807,2023-03-10,148,505,1,0,1626,105,False,83,https://github.com/crdoconnor/strictyaml
texttable,24218170,2023-10-03,130,6338,1,0,347,0,False,29,https://github.com/foutaise/texttable
mergedeep,23863491,2021-02-05,104,3987,1,0,161,12,False,13,https://github.com/clarketm/mergedeep
socksio,23636168,2020-04-17,26,791,2,0,57,9,False,4,https://github.com/sethmlarson/socksio
gcloud-aio-bigquery,23577382,2024-02-16,5,13,2,0,348,41,False,31,https://github.com/talkiq/gcloud-aio
userpath,23409358,2024-02-29,11,257,1,0,168,19,False,14,https://github.com/ofek/userpath
pytest-runner,23269459,2023-12-04,426,6128,1,0,56,0,True,47,https://github.com/pytest-dev/pytest-runner
wasabi,22633535,2024-05-31,80,7559,2,0,471,5,False,42,https://github.com/explosion/wasabi
partd,22627625,2024-05-06,37,8060,4,0,107,11,False,22,https://github.com/dask/partd
types-urllib3,22460637,2023-07-20,102,5659,1,0,5118,372,False,40,https://github.com/python/typeshed
requests-mock,22007239,2024-03-29,840,6998,1,0,465,67,False,27,https://github.com/jamielennox/requests-mock
flask-login,21976886,2023-10-30,113,8547,3,0,3675,19,False,25,https://github.com/maxcountryman/flask-login
spacy-legacy,21770577,2024-01-25,27,4746,2,0,,,,16,
google-pasta,21609414,2020-03-13,92,24151,2,0,359,15,True,10,https://github.com/google/pasta
shortuuid,21262932,2024-03-11,223,5639,2,0,2198,0,False,25,https://github.com/skorokithakis/shortuuid
sshtunnel,20991234,2021-01-11,118,1287,2,0,1297,81,False,28,https://github.com/pahaz/sshtunnel
py-cpuinfo,20475186,2022-10-25,235,4413,1,0,344,52,False,27,https://github.com/workhorsy/py-cpuinfo
sphinxcontrib-serializinghtml,20153618,2024-07-29,172,22410,1,0,3,3,False,12,https://github.com/sphinx-doc/sphinxcontrib-serializinghtml
pdf2image,19569706,2024-01-07,195,2760,1,0,1982,83,False,46,https://github.com/Belval/pdf2image
alabaster,19508660,2024-07-26,195,34587,1,0,778,72,False,30,https://github.com/sphinx-doc/alabaster
flask-sqlalchemy,19366295,2023-09-11,153,18171,1,0,4170,16,False,35,https://github.com/pallets-eco/flask-sqlalchemy
pydub,19272750,2021-03-10,497,7152,1,0,,,,67,
sphinxcontrib-htmlhelp,19084462,2024-07-29,165,21968,1,0,2,12,False,12,https://github.com/sphinx-doc/sphinxcontrib-htmlhelp
sphinxcontrib-devhelp,19057303,2024-07-29,162,21950,2,0,4,7,False,8,https://github.com/sphinx-doc/sphinxcontrib-devhelp
spacy-loggers,18917993,2023-09-11,26,3006,1,0,12,1,False,6,https://github.com/explosion/spacy-loggers
msrestazure,18646189,2024-04-10,164,2272,3,0,19,0,True,52,https://github.com/Azure/msrestazure-for-python
pytesseract,18636852,2024-08-16,352,4542,1,0,6382,21,False,28,https://github.com/madmaze/pytesseract
bs4,18580108,2024-01-17,1491,42503,1,0,,,,3,
docopt,18458076,2014-06-16,680,34985,1,0,8007,267,False,11,https://github.com/docopt/docopt
sphinxcontrib-qthelp,18439630,2024-07-29,162,21955,1,0,2,4,False,10,https://github.com/sphinx-doc/sphinxcontrib-qthelp
sphinxcontrib-applehelp,18432330,2024-07-29,155,21914,1,0,3,5,False,10,https://github.com/sphinx-doc/sphinxcontrib-applehelp
sphinxcontrib-jsmath,17760582,2019-01-21,155,21986,2,0,,,,2,
natsort,17718477,2023-06-20,527,5419,1,0,1012,8,False,59,https://github.com/SethMMorton/natsort
scantree,17680599,2024-08-03,3,23,1,0,16,2,False,6,https://github.com/andhus/scantree
oscrypto,17643895,2022-03-18,41,1480,1,0,342,19,False,24,https://github.com/wbond/oscrypto
cligj,17222392,2021-05-28,30,3522,3,0,37,11,False,10,https://github.com/mapbox/cligj
tensorboard-data-server,17081103,2023-10-23,100,13536,1,0,6702,685,False,10,https://github.com/tensorflow/tensorboard
jupyter-console,16486252,2023-03-06,69,37440,9,0,250,71,False,26,
locket,16317996,2022-04-20,38,8556,1,0,26,3,False,5,https://github.com/mwilliamson/locket.py
uuid7,16016740,2021-12-29,13,145,1,0,132,4,False,1,https://github.com/stevesimmons/uuid7
pypdf2,15876840,2022-12-31,160,1626,1,0,10202,132,False,66,https://github.com/py-pdf/PyPDF2
ipdb,15493968,2023-03-09,411,20323,2,0,1975,81,False,46,https://github.com/gotcha/ipdb
grpcio-gcp,15472152,2018-09-10,8,439,1,0,,,,4,
parameterized,15456665,2023-03-27,291,4135,1,0,857,47,False,11,https://github.com/wolever/parameterized
python-snappy,15444860,2024-08-29,86,1086,2,0,490,31,False,19,https://github.com/intake/python-snappy
opencensus-context,15335778,2022-08-03,5,731,4,0,676,217,True,5,https://github.com/census-instrumentation/opencensus-python
screeninfo,15021853,2022-09-09,127,548,1,0,241,31,False,21,https://github.com/rr-/screeninfo
types-pyopenssl,14924410,2024-07-22,10,1282,1,0,5118,372,False,48,https://github.com/python/typeshed
opencensus,14621910,2024-01-03,33,1282,4,0,676,218,True,41,https://github.com/census-instrumentation/opencensus-python
argparse,14540208,2015-09-14,989,42207,2,0,57,0,True,19,https://github.com/ThomasWaldmann/argparse
backcall,14410162,2020-06-09,172,79510,1,0,19,0,False,2,https://github.com/takluyver/backcall
jsonlines,14385499,2023-09-01,167,3243,1,0,303,4,False,11,https://github.com/wbolster/jsonlines
ghp-import,14183415,2022-05-02,82,5368,2,0,626,4,False,33,https://github.com/c-w/ghp-import
slicer,14027575,2024-03-09,21,826,1,0,37,3,False,8,https://github.com/interpretml/slicer
pip-requirements-parser,13908365,2022-12-21,23,519,3,0,20,18,False,6,https://github.com/nexB/pip-requirements-parser
constantly,13852074,2023-10-28,27,17374,2,0,24,5,False,4,https://github.com/twisted/constantly
pyserial,13845151,2020-11-23,1056,20563,1,0,3571,341,False,17,https://github.com/pyserial/pyserial
smdebug-rulesconfig,13602033,2020-12-18,2,112,1,0,8,8,False,8,https://github.com/awslabs/sagemaker-debugger-rulesconfig
requests-ntlm,13463672,2024-06-09,58,1607,5,0,345,25,False,14,https://github.com/requests/requests-ntlm
fuzzywuzzy,13437987,2020-02-13,274,5127,1,0,9219,107,True,27,https://github.com/seatgeek/fuzzywuzzy
cairocffi,13403612,2024-06-18,49,4034,2,0,211,18,False,35,https://github.com/Kozea/cairocffi
jupyter,13401941,2024-08-30,1539,56257,8,0,,,,4,
paginate,13369683,2024-08-25,11,539,3,0,79,1,False,13,https://github.com/Signum/paginate
pickleshare,13313230,2018-09-25,221,96320,4,0,73,7,False,12,https://github.com/pickleshare/pickleshare
pytzdata,13309020,2020-07-13,26,3452,1,0,19,10,False,22,https://github.com/sdispater/pytzdata
libclang,13219955,2024-06-30,96,6073,1,0,101,23,False,16,https://github.com/sighingnow/libclang
oldest-supported-numpy,13188932,2023-12-21,6,148,3,0,57,1,False,28,https://github.com/scipy/oldest-supported-numpy
mkdocs-material-extensions,13100499,2023-11-22,182,4588,1,0,37,0,False,11,https://github.com/facelessuser/mkdocs-material-extensions
ratelimit,12915288,2018-12-17,111,633,1,0,832,32,False,11,https://github.com/tomasbasham/ratelimit
pkgutil_resolve_name,12797218,2021-07-21,8,1348,1,0,2,3,False,4,https://github.com/graingert/pkgutil-resolve-name
statsd,12765358,2022-11-06,59,3439,1,0,553,8,False,24,https://github.com/jsocol/pystatsd
jaydebeapi,12595000,2020-06-12,19,98,1,0,382,143,False,15,https://github.com/baztian/jaydebeapi
swifter,12378045,2023-07-31,21,191,1,0,2635,26,False,86,https://github.com/jmcarpenter2/swifter
ansicolors,12319244,2017-06-02,55,466,2,0,35,2,False,7,https://github.com/jonathaneunice/colors
flask-session,12050213,2024-03-26,38,658,1,0,505,23,False,18,https://github.com/pallets-eco/flask-session
sphinxcontrib-jquery,11967600,2023-03-14,94,1720,1,0,12,8,False,5,https://github.com/sphinx-contrib/jquery
toposort,11823020,2023-02-27,87,3541,1,0,4,3,False,12,https://gitlab.com/ericvsmith/toposort
pyxlsb,11666663,2022-10-14,25,176,1,0,96,14,False,10,https://github.com/willtrnr/pyxlsb
junit-xml,11523793,2023-01-24,44,3950,1,0,113,32,False,10,https://github.com/kyrus/python-junit-xml
dpath,11509798,2024-06-12,78,1028,4,0,628,25,False,54,https://github.com/dpath-maintainers/dpath-python
pysftp,11437763,2016-07-06,91,854,1,0,,,,9,https://bitbucket.org/dundeemt/pysftp
databricks-cli,11415295,2023-10-05,56,1640,2,0,397,0,True,53,https://github.com/databricks/databricks-cli
chevron,11335887,2021-01-02,64,681,1,0,478,39,False,28,https://github.com/noahmorrison/chevron
pytest-json-report,11334411,2022-03-15,34,472,1,0,153,17,False,24,https://github.com/numirias/pytest-json-report
bashlex,11224971,2023-01-18,11,79,1,0,649,38,False,16,https://github.com/idank/bashlex
opentelemetry-propagator-aws-xray,11138039,2024-08-05,8,54,1,0,1089,637,False,3,https://github.com/open-telemetry/opentelemetry-python-contrib
astunparse,11084117,2019-12-22,230,15598,1,0,230,25,False,11,https://github.com/simonpercivall/astunparse
netaddr,11076086,2024-05-28,227,11329,2,0,831,42,False,40,https://github.com/netaddr/netaddr
expiringdict,11024164,2022-06-21,34,504,2,0,,,,9,
docker-pycreds,10937581,2018-11-29,27,6345,2,0,7,6,False,7,https://github.com/shin-/dockerpy-creds
monotonic,10616953,2021-08-11,114,5757,1,0,65,0,True,13,https://github.com/atdt/monotonic
prison,10446040,2021-08-26,8,1042,1,0,24,0,False,6,https://github.com/betodealmeida/python-rison
thrift-sasl,10285140,2021-05-26,40,577,9,0,18,3,False,10,https://github.com/cloudera/thrift_sasl
contextlib2,10236364,2021-06-27,121,17638,3,0,39,4,False,14,https://github.com/jazzband/contextlib2
rouge-score,10176264,2022-07-22,116,2006,3,0,38705,1990,False,9,https://github.com/google-research/google-research
langdetect,10156099,2021-05-07,183,1998,1,0,1904,71,False,11,https://github.com/Mimino666/langdetect
keyrings.google-artifactregistry-auth,10105817,2023-03-01,8,28,2,0,23,16,False,7,https://github.com/GoogleCloudPlatform/artifact-registry-python-tools
asgi-lifespan,10001516,2023-03-28,18,2107,1,0,277,7,False,15,https://github.com/florimondmanca/asgi-lifespan
pywin32-ctypes,9960467,2024-08-14,156,10096,2,0,23,14,False,8,https://github.com/enthought/pywin32-ctypes
pep517,9900178,2023-11-08,99,8283,3,0,129,19,False,16,https://github.com/pypa/pep517
user-agents,9885122,2020-08-23,71,1803,1,0,1513,47,False,12,https://github.com/selwin/python-user-agents
azure-mgmt-datalake-store,9759033,2023-02-16,12,615,3,0,5597,1117,False,14,https://github.com/Azure/azure-sdk-for-python
azure-keyvault,9651190,2022-03-29,44,964,4,0,4598,945,False,17,https://github.com/Azure/azure-sdk-for-python
pprintpp,9600702,2018-07-01,36,1091,1,0,413,11,False,10,https://github.com/wolever/pprintpp
iso8601,9564714,2023-10-03,259,8615,1,0,35,10,False,25,https://github.com/micktwomey/pyiso8601
marshmallow-enum,9451647,2019-08-21,117,5260,1,0,,,,6,
flask-babel,9387179,2023-10-02,63,1388,3,0,429,13,False,18,https://github.com/python-babel/flask-babel
xlwt,9330803,2017-08-22,190,19334,2,0,,,,11,
pytest-base-url,9304297,2024-01-31,5,741,2,0,39,3,False,9,https://github.com/pytest-dev/pytest-base-url
methodtools,9156848,2024-08-23,33,69,1,0,84,10,False,10,https://github.com/youknowone/methodtools
pycrypto,9057820,2014-06-20,201,30404,2,4,,,,13,
cobble,8858283,2024-06-01,1,46,1,0,6,2,False,5,https://github.com/mwilliamson/python-cobble
paho-mqtt,8812888,2024-04-29,463,7228,2,0,2172,97,False,22,
easygui,8808693,2022-04-01,42,558,4,0,468,97,False,11,https://github.com/robertlugg/easygui
thefuzz,8754165,2024-01-19,121,268,1,0,3646,47,False,4,https://github.com/seatgeek/thefuzz
python3-saml,8752652,2023-10-09,30,1012,2,0,756,55,False,28,https://github.com/SAML-Toolkits/python3-saml
ffmpeg-python,8743811,2019-07-06,327,5000,1,0,9952,508,False,20,https://github.com/kkroening/ffmpeg-python
geomet,8724999,2023-11-14,17,799,1,0,176,7,False,9,https://github.com/geomet/geomet
inquirerpy,8716920,2022-06-27,115,139,1,0,479,44,False,14,https://github.com/kazhala/InquirerPy
avro-python3,8677042,2021-03-17,37,742,8,0,3063,158,False,12,
python-decouple,8581241,2023-03-01,262,25556,1,0,3039,22,False,12,https://github.com/henriquebastos/python-decouple
jinja2-humanize-extension,8558634,2023-09-01,1,3,2,0,6,0,False,8,https://github.com/metwork-framework/jinja2_humanize_extension
pytest-icdiff,8470029,2023-12-05,32,279,2,0,329,11,False,12,https://github.com/hjwp/pytest-icdiff
azure-nspkg,8338434,2018-10-02,33,1689,3,0,5593,1124,False,7,https://github.com/Azure/azure-sdk-for-python
azure-storage-common,8291589,2019-08-02,31,1275,2,0,343,86,False,11,https://github.com/Azure/azure-storage-python
oletools,8285444,2024-07-02,5,258,1,0,3412,518,False,43,https://github.com/decalage2/oletools
jsondiff,8258517,2024-08-29,49,1830,1,0,748,23,False,14,https://github.com/xlwings/jsondiff
detect-secrets,8240727,2024-05-06,40,276,3,0,4633,178,False,38,https://github.com/Yelp/detect-secrets
addict,8053472,2020-11-21,134,2026,1,0,2545,27,False,31,https://github.com/mewwts/addict
dirhash,8037651,2024-08-03,13,47,1,0,61,10,False,9,https://github.com/andhus/dirhash-python
publication,7912243,2019-01-15,1055,379,3,0,43,4,False,3,https://github.com/glyph/publication
dirtyjson,7880713,2022-11-28,20,12,1,0,49,2,False,6,https://github.com/codecobblers/dirtyjson
rank-bm25,7859544,2022-02-16,69,345,1,0,1381,28,False,4,https://github.com/dorianbrown/rank_bm25
pytest-custom-exit-code,7830792,2019-08-07,29,151,1,0,28,1,False,6,https://github.com/yashtodi94/pytest-custom_exit_code
protobuf3-to-dict,7812583,2017-02-23,10,239,1,0,74,3,False,6,https://github.com/kaporzhu/protobuf-to-dict
asynctest,7765316,2019-05-14,124,3865,1,0,310,50,False,21,https://github.com/Martiusweb/asynctest
python3-openid,7759558,2020-06-29,17,37439,1,0,46,10,False,13,https://github.com/necaris/python3-openid
schedule,7707980,2024-06-18,213,5478,2,0,11525,157,False,27,https://github.com/dbader/schedule
pgpy,7595569,2022-11-24,14,94,3,0,344,154,False,15,https://github.com/SecurityInnovation/PGPy
pcodedmp,7496987,2019-07-30,1,307,1,0,491,3,False,4,https://github.com/bontchev/pcodedmp
click-default-group,7484123,2023-08-04,119,949,1,0,78,14,False,7,https://github.com/click-contrib/click-default-group
enum34,7414117,2020-03-10,645,25590,1,0,,,,30,https://bitbucket.org/stoneleaf/enum34
pefile,7390786,2024-08-26,117,7054,2,0,2065,62,False,15,https://github.com/erocarrera/pefile
pypng,7312100,2022-07-15,72,2960,1,0,8,12,False,22,https://gitlab.com/drj11/pypng
func-timeout,7293108,2019-08-19,76,366,1,0,327,15,False,12,https://github.com/kata198/func_timeout
nose,7282743,2015-06-02,732,72099,3,0,1361,452,False,14,https://github.com/nose-devs/nose
sgmllib3k,7252421,2010-08-24,28,2388,1,0,,,,1,
flexcache,7166478,2024-03-09,0,1,1,0,6,3,False,3,https://github.com/hgrecco/flexcache
pyhcl,7065806,2023-09-01,22,233,1,0,341,12,False,40,https://github.com/virtuald/pyhcl
tensorflow-estimator,6997456,2023-11-07,115,24111,2,0,297,7,True,47,https://github.com/tensorflow/estimator
crcmod,6992834,2010-07-20,92,2563,3,0,,,,6,
inputimeout,6990959,2018-03-02,12,54,1,0,,,,7,https://github.com/johejo/inutimeout
dataclasses,6972391,2020-11-13,1111,15152,1,0,593,9,False,8,https://github.com/ericvsmith/dataclasses
azure-mgmt-datalake-nspkg,6970529,2018-10-17,9,499,3,0,5590,1136,False,4,https://github.com/Azure/azure-sdk-for-python
construct,6949533,2023-11-29,131,2199,3,0,1017,36,False,76,https://github.com/construct/construct
pympler,6870265,2024-06-28,80,1888,2,0,1411,72,False,18,https://github.com/pympler/pympler
polib,6784641,2023-02-23,69,2957,1,0,135,47,False,30,https://github.com/izimobil/polib
priority,6773791,2021-06-27,16,1804,3,1,29,1,False,9,https://github.com/python-hyper/priority
applicationinsights,6726975,2021-04-22,16,809,1,0,142,7,False,22,https://github.com/Microsoft/ApplicationInsights-Python
apache-airflow-microsoft-fabric-plugin,6660174,2024-09-09,0,0,1,0,3,3,False,5,https://github.com/ambika-garg/apache-airflow-microsoft-fabric-plugin
enum-compat,6658910,2019-10-14,37,2668,1,0,4,1,False,3,https://github.com/jstasiak/enum-compat
slackclient,6630880,2022-04-22,92,5752,6,0,4012,56,False,52,https://github.com/slackapi/python-slack-sdk
json-rpc,6549009,2023-06-11,16,844,1,0,490,24,False,49,https://github.com/pavlov99/json-rpc
types-python-slugify,6519339,2024-03-10,21,554,1,0,5118,372,False,18,https://github.com/python/typeshed
pyhumps,6379922,2022-10-21,142,485,2,0,352,17,False,36,https://github.com/nficano/humps
multivolumefile,6274156,2021-04-29,6,104,1,0,10,0,False,11,https://github.com/miurahr/multivolume
unicodecsv,6236160,2015-09-22,90,13049,1,0,595,26,False,11,https://github.com/jdunck/python-unicodecsv
nanoid,6229885,2018-11-20,42,181,1,0,512,15,False,4,https://github.com/puyuan/py-nanoid
opsgenie-sdk,6202902,2021-08-02,9,73,3,0,50,19,False,19,https://github.com/opsgenie/opsgenie-python-sdk
ifaddr,6113175,2022-06-15,64,1279,2,0,91,14,False,10,https://github.com/pydron/ifaddr
stringcase,6087509,2017-08-06,134,2021,1,0,209,33,False,7,https://github.com/okunishinishi/python-stringcase
azure-synapse-spark,6082159,2021-10-05,6,112,2,0,5597,1117,False,6,https://github.com/Azure/azure-sdk-for-python
subprocess-tee,6075856,2024-06-17,16,682,2,0,63,16,False,18,https://github.com/pycontribs/subprocess-tee
pastel,6045958,2020-09-16,7,2191,1,0,54,4,False,4,https://github.com/sdispater/pastel
betterproto,6025681,2024-08-14,75,221,3,0,1769,179,False,16,https://github.com/danielgtaylor/python-betterproto
clickclick,5981910,2020-10-03,18,1666,1,0,0,1,False,23,
pyhive,5977607,2023-08-17,30,539,4,0,1693,222,False,28,https://github.com/dropbox/PyHive
simple-gcp-object-downloader,5922131,2022-08-02,0,0,1,0,,,,1,
pinecone-plugin-interface,5856289,2024-06-05,0,0,1,0,,,,6,https://github.com/pinecone-io/python-plugin-interface
marshmallow-dataclass,5786936,2024-09-12,62,508,1,0,475,56,False,74,https://github.com/lovasoa/marshmallow_dataclass
terminaltables,5775350,2021-12-07,137,5134,1,0,48,2,False,17,https://github.com/matthewdeanmartin/terminaltables
github3.py,5749874,2023-04-26,46,942,3,0,1257,74,False,53,https://github.com/sigmavirus24/github3.py
hjson,5741676,2022-08-13,51,2221,3,0,221,12,False,22,https://github.com/hjson/hjson-py
backports.strenum,5647512,2023-12-09,13,12,1,0,8,1,False,6,https://github.com/clbarnes/backports.strenum
radon,5641978,2023-03-26,99,1352,1,0,2018,52,False,55,https://github.com/rubik/radon
ndg-httpsclient,5569317,2018-07-23,36,5249,1,0,19,5,False,13,https://github.com/cedadev/ndg_httpsclient
